watch_id,user_id,movie_id,date,duration_minutes
25,b4a11cab-1132-4084-968a-e6a94dda8593,901362,2025-08-17,80
26,42016b43-08be-4bd4-9333-c8f9f176b589,10867,2025-08-24,34
27,36293e3d-f936-4a0a-a1cd-8508801ffdcf,1284460,2025-08-29,88
28,df998356-480e-4bea-95dc-97fc06e52350,25475,2025-07-17,70
29,86845847-d856-4803-86a4-ae050c8d643f,1235746,2025-07-20,95
30,29f17f74-dc9d-4fc1-9652-d538a379162d,47971,2025-11-03,52
31,2ab0b0d5-5def-449c-b860-7bdbc15c0c99,1262815,2025-12-27,31
32,142a8542-d5a2-4e8a-8e00-8bb42d24ebf7,11635,2025-09-18,173
33,c2a5932f-c721-4807-8a4a-32f250a33192,181812,2025-10-20,61
34,4dba0fa4-723f-420b-9e17-203b92607bf2,8835,2025-12-28,157
35,c07d40a6-eb1d-428c-a8f5-77fc9714eff1,2330,2025-09-11,33
36,2a51e6bf-7e44-464b-b139-5eeb1d64b95d,9398,2025-10-15,86
37,ebc61f0e-eb31-4936-a231-7d688e88145d,1145221,2025-09-15,111
38,c129e1ee-e093-4e9e-b474-021e61e48054,454626,2025-12-06,143
39,e6962540-5e07-4941-973a-ca385b35b926,11544,2025-09-23,95
40,77b3ed1a-53a9-4dd2-8ea6-8fed67f4a56d,891699,2025-10-06,131
41,997d7084-07b6-4e95-916a-bbc42d76f6e3,197,2025-08-16,89
42,4931627e-e3ae-48e5-bfb0-5ca70f6e3170,423108,2025-09-19,71
43,7b862d59-859e-4bd9-a9b5-10990e150477,420817,2025-09-19,24
44,71c87c37-808d-4521-86f2-a9eb8cda8349,7326,2025-12-21,73
45,137eb4a3-f2e7-43df-a3ea-964a78d04209,9655,2025-10-03,28
46,64a90849-8eff-4130-9133-cef05bcba541,1246369,2025-11-08,74
47,73902df7-9c81-49a2-87e4-53d16886cf10,23823,2025-11-03,129
48,2ab0b0d5-5def-449c-b860-7bdbc15c0c99,15934,2025-09-30,58
49,b1ef7426-2f7f-44cb-8340-fb78bf071c5f,1159831,2025-07-29,172
50,51095d93-040a-4746-b0a2-08f1c1c42843,561,2025-09-28,96
51,cd9da5cf-7e5c-456e-830f-9541edb5a533,324552,2025-10-04,140
52,c11e825b-e3b0-44cd-a635-7a80f67db279,137113,2025-07-08,33
53,6bb2eb77-bd5c-44c2-be2e-f63262d0e0fe,1356039,2025-11-27,36
54,72f9cbc8-1508-47e5-a5b8-e19e461248bc,72190,2025-07-15,74
55,9a58a974-7b09-4723-81b2-d0af95ceebd9,1100782,2025-09-30,80
56,0904d691-244a-4745-a77d-3baaff5f6f3c,1205515,2025-11-11,110
57,2bcd80f3-de6c-48ce-aaf4-5516c8e07ca7,1291040,2025-07-26,155
58,2f9a1712-d511-457f-8588-cd14223cea54,383498,2025-12-15,104
59,9f51012a-2fa5-4060-950f-ee232fde89f1,2109,2025-08-29,147
60,2d7135ef-7e2b-4e88-bece-136ba302eb6d,420818,2025-10-30,178
61,51e43bb9-fb7d-4ef3-b2c8-587055161741,760104,2025-07-05,28
62,8b2401aa-7866-4404-8434-ccb7a892e7dc,11459,2025-10-20,79
63,2ae54c54-740e-4398-8f5c-abcaf2d62567,27579,2025-11-22,39
64,645300c8-eda1-4b9f-9fe5-bb0f0a681b60,1091,2025-08-08,73
65,efc8e4b3-40ef-4616-8230-77b2a701e34c,423108,2025-08-01,152
66,f14e6a2a-e713-4e05-92d3-2f3a23c89e92,364,2025-11-18,40
67,725ae064-3ca7-4294-95d6-4e4653ac35db,1359,2025-12-15,109
68,93817034-ecba-43c5-b4ab-f71f19b41d28,7863,2025-08-20,36
69,99d39649-9af5-4e33-9aef-21652b3dbc00,12665,2025-11-30,69
70,43fee15d-4260-454d-9628-0d4ad74fdb9e,11448,2025-07-10,110
71,1aef6f1b-ddbf-4532-a2d1-1c636c39aa6d,187017,2025-12-02,89
72,1816222a-e8d7-4409-986e-6b3782cc7470,82702,2025-10-07,158
73,8bd6fd35-f401-47f5-9b16-febec90b1091,377,2025-10-24,108
74,02973406-1825-4588-b12a-e2117bf039dd,2109,2025-12-14,132
75,c002aaf5-01e7-4134-9144-cea0bd1fced6,752,2025-09-16,75
76,0d4ce96b-47f2-432d-b82d-ae65aa90f64b,128,2025-08-08,175
77,356e6af5-7478-4c16-834b-2574da85eb65,82139,2025-10-04,61
78,86c17be4-def3-42cc-b488-8c9471f8604d,566525,2025-07-17,175
79,bba62230-1712-451d-ba66-09f220642be2,514847,2025-07-05,112
80,ef2d242a-72c9-48a6-af3b-d1903cbf797e,10536,2025-10-01,127
81,b018c1e0-7f91-4d5c-abce-1558410de0e1,604,2025-08-20,140
82,9aa46564-703c-4a58-a3b7-73902843a272,8392,2025-10-15,75
83,7064f811-7df1-43f6-aaac-3a4780eaf5af,204082,2025-08-12,64
84,91daea9b-60ae-443e-b75c-d8087658e20c,695721,2025-07-22,134
85,ba886680-2694-46a1-a1c6-b8448a3a770e,5528,2025-11-07,122
86,6296bec1-6737-400e-bf82-084f60245ee8,968051,2025-12-06,89
87,f955bcf9-0082-4b2a-a480-f0bd58674b32,1277988,2025-11-06,84
88,7da30149-03ac-4a0d-94fc-1fc9082e9238,8835,2025-08-17,132
89,43d0a3e8-74b9-4d3c-8b52-442ae8f46fc6,15472,2025-08-11,32
90,367219fe-0ded-4674-a8b7-b545eed28498,197,2025-10-28,72
91,eb7a247d-3de8-4c05-92cb-e8d031da510d,1140535,2025-12-08,33
92,599a8567-469b-4379-ad01-07413383ad10,1272837,2025-07-08,74
93,7475c7b1-8d95-4df2-b8ef-da1dfa75cdcf,746036,2025-09-25,154
94,e303ea57-f043-4a6a-93ae-51c89ed8d1ca,116613,2025-12-12,156
95,0bab32a5-b655-4c16-bfdf-b0b224b641cb,624860,2025-07-18,178
96,72978300-bb9d-4d17-9767-8bdeb8687bff,1265063,2025-07-11,20
97,f955bcf9-0082-4b2a-a480-f0bd58674b32,7326,2025-08-13,112
98,76327ebb-2519-400a-aa9f-66a16d3858a4,717980,2025-09-08,95
99,9cf74a4c-c230-4556-9cdf-034f0a53b48a,49529,2025-11-24,24
100,2d7135ef-7e2b-4e88-bece-136ba302eb6d,1454308,2025-11-01,37
101,deb28a0e-06f4-47cf-a41a-52a9e0ae300e,806405,2025-07-21,103
102,2d7135ef-7e2b-4e88-bece-136ba302eb6d,501007,2025-08-20,99
103,31b0794a-be66-4f38-bc4d-3a5e90685950,8363,2025-08-07,150
104,3967f994-b34d-4542-bd55-60b926a35f62,1004463,2025-07-27,34
105,6c3ab6ce-c730-4390-a597-137c17d56d6c,1310458,2025-07-23,104
106,a514b66a-df7c-47bd-a120-14d63c1bcc31,170,2025-11-13,148
107,2e6979ca-1dda-469c-86c4-f69581bdd602,10527,2025-12-01,37
108,dffe11c5-9551-40f8-aaa3-bfe64b4e3f1b,10066,2025-07-10,32
109,061754e3-f8e5-4ee0-b7ba-f88513bd147e,82139,2025-12-22,89
110,9bfe6e9e-1144-485b-b0b2-f1afebd7b79b,70981,2025-11-13,157
111,6077301b-c64f-4d97-a207-fa80d68dce98,8584,2025-10-13,149
112,0aa16452-2af3-4d66-8cad-e898d6f63d00,9035,2025-07-25,34
113,3b6b297b-c1b1-443f-ab1e-6bc7fb839340,1126336,2025-11-27,42
114,53ef3bec-5ddd-4f96-bfcd-46093855142a,34544,2025-08-25,75
115,6077301b-c64f-4d97-a207-fa80d68dce98,843527,2025-11-07,81
116,2ae54c54-740e-4398-8f5c-abcaf2d62567,390062,2025-09-28,56
117,17494ddc-e28a-44a0-8737-04d6a9dd291d,2109,2025-09-12,54
118,cf146adf-d11c-4480-a80e-012e2a707dfb,950,2025-11-30,51
119,3cbe09e5-c32b-4aa0-9216-17726e01c54f,801335,2025-09-02,94
120,e9ca009d-5afa-4cd4-a68b-001f5e6a9a76,1580353,2025-11-20,64
121,edc076e7-16dd-41bc-840e-3de7e1185d53,746036,2025-10-14,32
122,454049c2-4e07-46fc-b02e-af5a8797a01f,49521,2025-07-29,32
123,ccc5651f-aef6-4d3d-8a5d-5b36966a90ac,273481,2025-12-24,70
124,a514b66a-df7c-47bd-a120-14d63c1bcc31,16295,2025-12-19,127
125,8d070a96-dde4-407d-a3cd-456862e11001,1310458,2025-07-09,138
126,815d05c1-033e-4d3a-801d-9163da2a5c8a,740903,2025-09-25,174
127,039ddb6b-e1a3-4e64-a560-ca8d6d1b44db,297270,2025-07-05,57
128,68d4302b-c2c8-48c3-b0c6-18f73cef8af0,873967,2025-09-23,86
129,d0dda484-26e3-4c57-8ccc-b08b6ee7e907,1246369,2025-07-24,20
130,f063145f-8d7a-4c71-9faa-8f08d549d474,585511,2025-09-03,125
131,5e5d240b-dc58-4388-8509-b6c94b5333e2,838240,2025-10-14,72
132,9c67edd1-3670-4247-a612-9ff6ae78268c,1072790,2025-10-18,145
133,c738993e-07f7-42e7-84ee-77cd122a72b9,1149912,2025-07-27,178
134,8bc65d91-169a-40ef-a24d-1c3cac16e684,2193,2025-10-18,101
135,41ffc8b6-7a14-4051-aa55-0b35de19b5e0,1238379,2025-09-20,124
136,4931627e-e3ae-48e5-bfb0-5ca70f6e3170,557946,2025-07-24,118
137,9b1bf063-c1b6-4fec-ad70-99433021f164,1272837,2025-10-11,78
138,0b8fd83c-6beb-4616-9ab5-af07da43ed9a,859,2025-10-19,31
139,0904d691-244a-4745-a77d-3baaff5f6f3c,558829,2025-09-07,75
140,4303187a-21e5-4fe2-9fc7-ca8acf97c5a0,384737,2025-09-11,144
141,bd85abe8-ded6-4b7d-a081-e50f89e36cf3,859,2025-09-10,167
142,0466b8f2-1d2b-493c-8012-50303ce91639,287424,2025-10-13,52
143,8441b740-99bc-422b-a7a6-1aeeb4c17241,1003598,2025-08-03,80
144,725ae064-3ca7-4294-95d6-4e4653ac35db,681291,2025-08-06,177
145,98f4c2e9-e737-4151-ac50-ad3ce0aac128,299054,2025-07-19,107
146,aaa90d79-fd38-47cb-86c8-a73d6faae3d9,581,2025-09-10,106
147,e091305b-c4b6-4a89-b3ff-5090c619e772,250546,2025-09-11,48
148,aee1d440-1645-4a02-b07c-89a9c01601fd,1289888,2025-12-28,78
149,7c035c9e-8f30-4cec-905c-7afc445a1738,364,2025-12-16,169
150,76327ebb-2519-400a-aa9f-66a16d3858a4,64688,2025-11-12,137
151,86062440-6c25-41d8-8f08-823c439c5b23,368412,2025-09-09,129
152,6077301b-c64f-4d97-a207-fa80d68dce98,12193,2025-12-27,179
153,52594a2d-a241-4c5b-ae7b-ad7516dd985b,1246,2025-11-25,21
154,4303187a-21e5-4fe2-9fc7-ca8acf97c5a0,313369,2025-08-15,76
155,c738993e-07f7-42e7-84ee-77cd122a72b9,412154,2025-10-14,36
156,ba886680-2694-46a1-a1c6-b8448a3a770e,580175,2025-09-06,122
157,018ec607-f3fd-480d-acb2-3d9b125ee7c4,8077,2025-10-25,157
158,b25e72cb-55a5-4eb6-9ca9-dc85e88673db,1244132,2025-08-07,52
159,3adc5b73-9e7a-465e-8b00-23440fc1f972,136799,2025-08-29,63
160,5f43ec89-f07d-470d-b303-01b4e7b3359e,976893,2025-10-28,63
161,13a84090-5604-4025-96cf-e21388c1f2cf,261905,2025-07-30,94
162,8df60fb7-3db8-4371-add2-4476b4fb8402,1254808,2025-09-13,42
163,14bda2cd-e0ba-4935-b00c-191376524976,666035,2025-11-03,151
164,60f008b6-2df5-45cd-9b88-b149e17d7899,353081,2025-08-16,94
165,c30a62e9-a0d1-4565-a2ae-366348aed80f,1290182,2025-08-06,118
166,54e35aab-60f1-44c7-ab30-9e1c9248a483,1059673,2025-07-28,148
167,8aaf9ba0-8479-408b-89f4-94a03588e6d9,1086910,2025-09-20,78
168,2d7135ef-7e2b-4e88-bece-136ba302eb6d,706503,2025-12-16,142
169,53599c51-ba17-4f94-b0d4-94011d2ba9d2,10796,2025-08-28,98
170,86062440-6c25-41d8-8f08-823c439c5b23,121514,2025-11-03,61
171,89d4fb58-becc-42d5-8e6f-0cebdd142392,620,2025-09-24,142
172,3adc5b73-9e7a-465e-8b00-23440fc1f972,14926,2025-12-14,113
173,bfc8bd08-34fe-49ef-9089-d320d17dfb98,15934,2025-07-04,92
174,86aeb2b0-1678-45f6-b2dd-d9357a06a5de,214756,2025-12-20,58
175,b5c873c8-00dc-4da2-9669-694cdae3ffd9,728308,2025-12-02,64
176,d7477a8d-78f3-413e-9582-fe1c3fd29878,811941,2025-07-26,56
177,b97fb9d1-f136-42c3-b4df-e9a72e738a3f,1145221,2025-07-18,50
178,54d375ba-c40c-49bd-8e2e-cf834a61d0b2,9893,2025-07-21,45
179,7f78b29b-90d5-4edf-a0f8-f1f8d39cce6e,252,2025-07-08,128
180,e1703649-f5fe-4191-8657-2e73ce50d471,269495,2025-12-23,178
181,19c6d518-9894-4abf-841a-b38001c62833,920,2025-08-28,68
182,3677f1ff-c74b-4c2d-9833-0c1ccaa2a34a,506053,2025-11-21,36
183,8c2d1d50-35a7-4c32-b022-6e751b1e1fdb,791373,2025-12-14,165
184,54d375ba-c40c-49bd-8e2e-cf834a61d0b2,7131,2025-10-21,122
185,e96c766f-cd32-4864-96d3-5c2f5011569f,297270,2025-08-15,95
186,86845847-d856-4803-86a4-ae050c8d643f,1443260,2025-10-31,82
187,bd2bf899-d396-4922-b73a-bf6467e2dd68,566525,2025-10-31,66
188,39ab44fe-039e-46d8-89a4-8187e9e38d2c,28,2025-08-06,36
189,07fbfe20-7ce6-4dfa-92f0-3f9ce2b68550,672515,2025-12-24,173
190,9acde0c6-9370-4398-8645-67feaa1b94c3,661286,2025-07-25,161
191,356e6af5-7478-4c16-834b-2574da85eb65,1100782,2025-11-24,43
192,aee1d440-1645-4a02-b07c-89a9c01601fd,918200,2025-12-21,86
193,7b2e1b6d-c8ca-4f4e-bfc0-2d5e91180f89,119450,2025-08-23,82
194,a9e0ee0c-51a9-45da-8c1d-c69d475d7192,76338,2025-07-03,22
195,30e6cf48-6f24-4d17-98a3-8d425248183c,2293,2025-07-30,113
196,7cc5b47b-ded8-4fcf-b076-0331af4d3f52,770,2025-10-14,131
197,d1df85f9-ed4f-4513-8399-192775604e21,665,2025-08-07,61
198,43cf9de1-5770-4b66-9712-d425b4709be6,968051,2025-11-03,100
199,67b5a520-f68b-4d9f-b265-9d1f399a732e,9444,2025-09-16,128
200,de9d207d-f0d9-4f34-af7e-ebae0dab6838,1062807,2025-07-03,78
201,05f0a2a0-66d9-46f7-a1b1-0c7ee3c04086,11775,2025-12-16,113
202,160e3d47-1244-4f92-94ce-36dec472ffb2,920,2025-07-28,56
203,708ade3c-9d4b-4620-8df5-760c038ac39c,585511,2025-09-01,75
204,0b6ea4df-4e85-4bbf-8617-1f2884ee73f2,13461,2025-09-12,67
205,3aa29a59-34b7-4546-b1bc-2fb7b6f0d7b9,5174,2025-12-28,42
206,54e35aab-60f1-44c7-ab30-9e1c9248a483,7131,2025-07-28,64
207,451f6676-2ba9-4825-be61-727b3b0e643c,1072790,2025-12-24,60
208,05f0a2a0-66d9-46f7-a1b1-0c7ee3c04086,1252037,2025-10-31,172
209,6159e61a-b3bc-45d8-9e07-9d7dc2943d42,138697,2025-12-14,176
210,386f3ed4-0a7d-4bf3-ada9-3d989095de12,1291040,2025-12-06,51
211,045a273a-ab03-4a35-a756-cd5e6d7f9e0b,918200,2025-11-02,121
212,837bd55f-4437-4396-8ec2-154cf0aa22a7,985932,2025-10-17,109
213,8da68550-900c-4a5e-bbb3-8ee637ce31d5,615665,2025-10-14,167
214,2bd6a655-db38-4569-91b5-1176964d92c9,49494,2025-11-17,68
215,bfc8bd08-34fe-49ef-9089-d320d17dfb98,259316,2025-08-31,61
216,5d9ab00c-79dc-43f4-b7c6-cf1221f911e1,763164,2025-07-05,29
217,2a51e6bf-7e44-464b-b139-5eeb1d64b95d,384737,2025-07-04,70
218,f65dc1a4-e8f9-4ad6-a0b3-af2c692c25de,656908,2025-08-17,45
219,730ef8ec-fe4b-431f-a794-f76bb0827e00,384737,2025-07-26,155
220,89d4fb58-becc-42d5-8e6f-0cebdd142392,675353,2025-08-10,60
221,daecd31d-953a-49c8-b25f-04a4b2505d6b,1003598,2025-11-04,98
222,9048c7a0-f60d-480c-8e34-474df3bd77ed,2193,2025-10-17,94
223,f7380deb-508d-4900-90ef-85acb8bcb848,87,2025-12-07,112
224,68b15083-f1d1-47a2-9c93-88adb1605417,530385,2025-08-31,82
225,f4bdf0f1-da28-4af1-8f4d-f2822ccd4c14,8392,2025-11-05,41
226,aa225c85-c990-42f6-9bf1-f3d23944ec8e,1450599,2025-10-02,123
227,6431dd54-6f10-403c-a9d9-ab66f1ab3783,2193,2025-09-22,99
228,0fabe381-ec7b-48a9-9d67-8b0e489095f6,57158,2025-09-03,119
229,3cbe09e5-c32b-4aa0-9216-17726e01c54f,588228,2025-11-06,72
230,aab387f3-4edc-41ed-b428-d2fdadb7d84c,228165,2025-10-01,53
231,e4536178-a667-42f3-87b2-d8936450b32b,1522923,2025-11-11,92
232,77fb7ca7-c7a7-4079-b4a0-e57d4615c244,424694,2025-09-15,173
233,0b207250-9091-4bad-a216-6b75b0ee201b,545611,2025-10-04,167
234,c895405a-2e9c-4822-b584-b3de478f7d10,10895,2025-07-21,136
235,8ff2dc4b-dca7-4e8b-b1a5-7522ae380452,11635,2025-12-01,180
236,7da30149-03ac-4a0d-94fc-1fc9082e9238,37799,2025-07-05,45
237,1759b881-730d-4c80-9d31-d46f70ae2931,1083968,2025-09-18,164
238,71c87c37-808d-4521-86f2-a9eb8cda8349,1352528,2025-07-20,122
239,d4dc4e20-0e20-4211-be6e-41464a92f295,320,2025-12-12,53
240,ae1f2553-0e9c-4b27-a2b2-b787c02a22da,561,2025-10-22,99
241,b515dd81-4f3f-4fca-a793-9620b9b9fb2d,950,2025-08-02,127
242,7f63c488-4358-4fff-8e66-3589c07833a5,381288,2025-09-02,67
243,92e3a51c-e48c-4af4-a0df-ffb3c3a828e8,251783,2025-11-23,86
244,2e853b27-362b-4b9f-86a5-6335f85f50a1,646385,2025-12-13,70
245,160e3d47-1244-4f92-94ce-36dec472ffb2,120467,2025-10-31,43
246,aecf09e6-9c2f-498b-b9ad-7a32bfe6d5d1,1580353,2025-10-06,133
247,43f6fb81-5043-4774-96f0-a17833f1a0bd,926393,2025-11-30,116
248,758bb4db-87ca-4cb7-a944-0540570f48dd,585511,2025-07-06,53
249,bf35c774-0e79-40d3-b57f-64fefc446174,1206008,2025-11-12,139
250,472ee39f-2902-41ea-bee5-c4a18978915b,5528,2025-08-18,31
251,72978300-bb9d-4d17-9767-8bdeb8687bff,920302,2025-07-21,66
252,8446a099-370f-4890-9202-5802b661fc6f,273481,2025-11-14,116
253,2e71698b-2863-4a75-9f67-3426acd05d95,383498,2025-09-25,98
254,1fe3e730-105d-4cd2-babe-65d9080b41c9,24122,2025-09-20,168
255,da0c079e-133a-47bd-a3b6-52bed81f5df6,93456,2025-10-26,146
256,1f5ed463-e08a-48fd-97b3-d3b6068c988b,281957,2025-10-28,126
257,86f97b96-adf3-4c00-8a19-31287527ee94,12193,2025-10-25,170
258,7f78b29b-90d5-4edf-a0f8-f1f8d39cce6e,681291,2025-11-16,158
259,a657932f-f61b-4575-bde2-12e451e94870,2330,2025-12-06,131
260,17494ddc-e28a-44a0-8737-04d6a9dd291d,1096563,2025-11-16,69
261,5cc548e2-7b56-4817-8685-4c09419de3a3,12665,2025-12-06,159
262,c7c661df-d19b-4a83-9c06-143cdacf2d8a,1004463,2025-11-02,140
263,efc8e4b3-40ef-4616-8230-77b2a701e34c,43347,2025-11-24,58
264,3424eec2-5e23-43bd-bb26-ea82b60cab9e,1204186,2025-11-18,89
265,8661c256-4537-4da9-a98e-e26f8bde5b0f,1126336,2025-09-21,29
266,992866b4-91b9-4bc7-8e66-0474e752841d,1235746,2025-07-20,64
267,b4f8b4e7-e252-4d5c-8136-345960b364d9,672515,2025-12-27,100
268,86ea471b-a7f1-4da8-bca7-f8ff18414f06,87,2025-10-28,60
269,53ef3bec-5ddd-4f96-bfcd-46093855142a,125509,2025-09-26,170
270,d12281b2-5756-489d-bd90-15bf5d3979b8,19595,2025-08-15,136
271,e9e7f783-9f48-4142-b951-10830f0b4b65,2056,2025-11-11,45
272,86c17be4-def3-42cc-b488-8c9471f8604d,271116,2025-12-04,99
273,ba886680-2694-46a1-a1c6-b8448a3a770e,1734,2025-09-01,114
274,9b1bf063-c1b6-4fec-ad70-99433021f164,1291559,2025-08-10,77
275,8d60c80c-021c-4932-a88c-6ef78cd8e252,10796,2025-07-27,26
276,df482279-52b2-4d15-b0c2-b2715cf33e54,27579,2025-09-05,101
277,15776d43-3fb4-4ae1-98ec-11b7e9f66048,813762,2025-12-10,52
278,c9eb5355-d983-4615-a199-85935c9b80bc,843527,2025-07-23,54
279,64a90849-8eff-4130-9133-cef05bcba541,4584,2025-09-11,41
280,fdf24ab1-9a8c-4618-83f8-2e40a3e50985,629542,2025-07-23,115
281,997d7084-07b6-4e95-916a-bbc42d76f6e3,1580234,2025-11-10,156
282,e803f1eb-9686-4fa0-9bd6-5dfd706927d7,2155,2025-12-01,42
283,2aa85431-b326-45cc-b7a0-4c33e54441ad,82702,2025-12-05,139
284,f660da6b-7413-4d73-8c87-f9e1afb1875f,49521,2025-09-13,78
285,ae08e78b-c4c3-4e1a-8cda-de60ee898d94,681291,2025-09-27,76
286,a82fd124-0eb7-4c2d-a0e5-fca258aea086,15934,2025-08-14,161
287,e803f1eb-9686-4fa0-9bd6-5dfd706927d7,1246369,2025-08-08,121
288,6726cae1-f755-4bf2-aa82-b74fb4eb97e8,270303,2025-11-04,102
289,8846adb0-326c-4d52-9cba-8a638d233990,1422,2025-12-27,125
290,adc6f37c-42f4-4c62-ab52-9dbb88468f51,10144,2025-08-31,94
291,ebc61f0e-eb31-4936-a231-7d688e88145d,423108,2025-11-28,125
292,f660da6b-7413-4d73-8c87-f9e1afb1875f,537971,2025-09-20,38
293,e6721b5a-dfa9-43fe-8bae-f57e9502de53,17379,2025-09-17,109
294,d835a587-a9bc-4bc7-8718-357ed450a329,25475,2025-12-14,82
295,228da925-65ff-403e-993e-0f6f184a1232,2293,2025-08-11,53
296,6305c1b4-a7b7-4c2c-8010-cdf91b5f51ee,353081,2025-12-06,49
297,d1b8989f-61b4-476e-8268-079867b0416f,865,2025-11-23,173
298,86c17be4-def3-42cc-b488-8c9471f8604d,8195,2025-07-19,158
299,2f9a1712-d511-457f-8588-cd14223cea54,73723,2025-09-09,173
300,daf4d464-3d6e-4821-bf6d-55142456d62b,63755,2025-10-25,99
301,b42386b2-847f-46db-a42a-d7ad6f2ec042,79871,2025-12-23,47
302,0b207250-9091-4bad-a216-6b75b0ee201b,462181,2025-09-29,104
303,7cc5b47b-ded8-4fcf-b076-0331af4d3f52,384737,2025-07-25,126
304,7a731783-ce44-4505-a364-7fa4bf7093d1,20526,2025-07-28,28
305,a44f4b9a-7bae-4f83-b931-355ec2949b56,10527,2025-11-10,108
306,efc8e4b3-40ef-4616-8230-77b2a701e34c,10730,2025-11-13,172
307,368dd00d-33d5-4017-840a-4fe6dbf2a61f,400535,2025-12-05,157
308,9df3a0e7-eebc-4ee9-924c-bb214ea1dd34,508883,2025-07-28,43
309,b86938ed-ad03-4ce2-9e19-6c176887270b,444539,2025-12-07,135
310,eb0669d5-ee84-4d8f-9337-c1aa420b0d0d,493922,2025-08-28,179
311,a456c444-5117-4f0a-9ce2-22286d2d0f71,41517,2025-08-25,49
312,d477c770-4a9a-4f92-8b0c-7f01a7c76e93,1206008,2025-08-17,78
313,3b5ce9c6-34a5-4751-ae06-db90fe89a0bd,615321,2025-12-04,49
314,ab150b6c-418d-4f95-ae90-672a76657320,501007,2025-07-17,122
315,6413c11d-e235-4a12-9bf7-5d5f4d4c4893,420818,2025-10-06,62
316,6159e61a-b3bc-45d8-9e07-9d7dc2943d42,251783,2025-11-03,96
317,942ee039-2021-42f4-aef6-a52869147880,274857,2025-08-08,68
318,44c492f0-761b-4ec0-9002-a5904ebf1dec,1315303,2025-07-04,114
319,298fd375-02da-4665-a1c2-628c17e763f4,1086910,2025-09-08,155
320,b6327d26-aa1d-4aff-befc-18b5c49c6cd4,1135873,2025-10-01,40
321,92e3a51c-e48c-4af4-a0df-ffb3c3a828e8,6114,2025-10-03,73
322,b643feba-fd07-4314-8b3a-e3892fc013eb,1064312,2025-07-06,150
323,a17575e0-8406-44da-a761-09df2408d340,10625,2025-12-04,97
324,71fff63e-f111-4942-9c0d-90247e4ebd8b,740903,2025-07-09,42
325,68d8ad87-fb5b-4100-a335-8406f7a9c1b4,12665,2025-08-27,102
326,db0a5d3f-f758-4a62-b481-1826b6d2ceb2,539,2025-11-13,155
327,443cde91-77bb-4b88-adaa-89eddb601953,1037113,2025-10-06,96
328,e7edb2f7-6edf-444c-b1f0-f7b1257e0464,1190511,2025-12-13,31
329,86df8e5c-6ce2-4c69-b432-ef31f7caa422,985932,2025-12-07,106
330,6305c1b4-a7b7-4c2c-8010-cdf91b5f51ee,324183,2025-10-11,160
331,d4f5718f-abb0-45a7-bff5-5a991c80b2b4,811941,2025-11-18,34
332,db08e301-f408-4c53-999d-aba9784bbcf7,1580234,2025-12-01,127
333,8aaf9ba0-8479-408b-89f4-94a03588e6d9,1491,2025-09-30,70
334,8c9db19c-049c-4221-91f2-96720cf1a86d,9470,2025-10-21,47
335,228da925-65ff-403e-993e-0f6f184a1232,592983,2025-10-22,47
336,815d05c1-033e-4d3a-801d-9163da2a5c8a,1401318,2025-09-03,167
337,487b6ab6-97d7-42ea-82a7-990e2799545b,399174,2025-08-18,87
338,d835a587-a9bc-4bc7-8718-357ed450a329,240832,2025-11-29,139
339,ad0dd9b5-6c5e-42c3-a5fa-fb2469945b63,987400,2025-11-18,173
