movie_id,user_id,date_id,total_watch_time,total_views,is_long_view
298,246,-1,84,1,1
298,282,-1,136,1,1
298,362,-1,108,1,1
298,369,-1,110,1,1
298,739,-1,147,1,1
311,344,-1,26,1,0
311,345,-1,117,1,1
311,378,-1,47,1,0
311,404,-1,43,1,0
311,494,-1,96,1,1
311,681,-1,104,1,1
311,706,-1,111,1,1
320,69,-1,53,1,0
320,347,-1,85,1,1
320,530,-1,27,1,0
320,578,-1,165,1,1
322,179,-1,42,1,0
322,257,-1,164,1,1
322,263,-1,63,1,1
322,269,-1,47,1,0
322,489,-1,178,1,1
335,19,-1,175,1,1
335,38,-1,68,1,1
335,143,-1,149,1,1
335,304,-1,115,1,1
335,506,-1,98,1,1
335,586,-1,158,1,1
335,592,-1,50,1,0
335,606,-1,147,1,1
335,672,-1,33,1,0
364,292,-1,119,1,1
364,381,-1,53,1,0
364,391,-1,20,1,0
364,410,-1,43,1,0
364,507,-1,107,1,1
364,563,-1,169,1,1
364,652,-1,172,1,1
364,700,-1,40,1,0
364,701,-1,66,1,1
364,706,-1,160,1,1
377,2,-1,49,1,0
377,11,-1,138,1,1
377,56,-1,135,1,1
377,66,-1,108,1,1
377,80,-1,155,1,1
377,196,-1,95,1,1
377,309,-1,73,1,1
377,392,-1,54,1,0
377,511,-1,81,1,1
377,727,-1,172,1,1
433,162,-1,116,1,1
433,206,-1,162,1,1
433,479,-1,171,1,1
433,490,-1,27,1,0
433,641,-1,22,1,0
433,692,-1,145,1,1
433,788,-1,45,1,0
440,1,-1,75,1,1
440,57,-1,54,1,0
440,348,-1,88,1,1
440,384,-1,180,1,1
440,617,-1,176,1,1
440,625,-1,167,1,1
440,675,-1,137,1,1
440,687,-1,55,1,0
440,699,-1,116,1,1
453,52,-1,119,1,1
453,130,-1,98,1,1
453,292,-1,66,1,1
453,314,-1,85,1,1
453,326,-1,125,1,1
453,634,-1,42,1,0
453,687,-1,175,1,1
510,166,-1,130,1,1
510,323,-1,69,1,1
510,380,-1,40,1,0
510,517,-1,178,1,1
510,741,-1,85,1,1
539,103,-1,171,1,1
539,289,-1,45,1,0
539,297,-1,172,1,1
539,549,-1,155,1,1
539,564,-1,56,1,0
539,566,-1,45,1,0
539,715,-1,113,1,1
561,121,-1,89,1,1
561,210,-1,100,1,1
561,245,-1,33,1,0
561,275,-1,79,1,1
561,306,-1,108,1,1
561,587,-1,153,1,1
561,653,-1,161,1,1
561,668,-1,96,1,1
561,675,-1,141,1,1
561,715,-1,172,1,1
561,729,-1,80,1,1
561,754,-1,94,1,1
561,769,-1,99,1,1
581,28,-1,58,1,0
581,217,-1,106,1,1
581,372,-1,29,1,0
602,51,-1,52,1,0
602,187,-1,136,1,1
602,216,-1,37,1,0
602,304,-1,164,1,1
602,347,-1,74,1,1
602,369,-1,85,1,1
602,491,-1,44,1,0
602,502,-1,48,1,0
602,590,-1,39,1,0
602,668,-1,147,1,1
602,776,-1,99,1,1
604,116,-1,23,1,0
604,166,-1,24,1,0
604,170,-1,44,1,0
604,259,-1,53,1,0
604,494,-1,140,1,1
604,592,-1,89,1,1
615,31,-1,136,1,1
615,79,-1,27,1,0
615,192,-1,75,1,1
615,295,-1,53,1,0
615,583,-1,162,1,1
615,595,-1,39,1,0
615,661,-1,135,1,1
615,697,-1,143,1,1
615,736,-1,30,1,0
616,6,-1,123,1,1
616,48,-1,65,1,1
616,219,-1,148,1,1
616,381,-1,127,1,1
616,472,-1,50,1,0
616,618,-1,108,1,1
616,659,-1,111,1,1
616,665,-1,41,1,0
616,666,-1,110,1,1
617,20,-1,136,1,1
617,22,-1,177,1,1
617,279,-1,176,1,1
617,291,-1,57,1,0
617,400,-1,90,1,1
617,495,-1,66,1,1
617,720,-1,133,1,1
620,319,-1,142,1,1
620,602,-1,139,1,1
620,659,-1,168,1,1
620,668,-1,41,1,0
620,757,-1,175,1,1
620,766,-1,61,1,1
621,129,-1,71,1,1
621,166,-1,178,1,1
621,198,-1,44,1,0
621,222,-1,169,1,1
621,223,-1,69,1,1
621,594,-1,33,1,0
629,146,-1,47,1,0
629,368,-1,35,1,0
629,407,-1,75,1,1
629,563,-1,174,1,1
665,332,-1,61,1,1
665,394,-1,137,1,1
665,424,-1,91,1,1
665,489,-1,154,1,1
665,502,-1,173,1,1
665,512,-1,77,1,1
665,516,-1,34,1,0
665,603,-1,71,1,1
665,670,-1,62,1,1
745,420,-1,150,1,1
745,505,-1,51,1,0
745,557,-1,57,1,0
745,581,-1,49,1,0
745,607,-1,153,1,1
745,612,-1,134,1,1
745,800,-1,144,1,1
752,7,-1,127,1,1
752,14,-1,101,1,1
752,19,-1,133,1,1
752,41,-1,67,1,1
752,104,-1,173,1,1
752,160,-1,75,1,1
752,187,-1,126,1,1
752,480,-1,86,1,1
752,511,-1,42,1,0
752,519,-1,107,1,1
752,567,-1,143,1,1
752,604,-1,25,1,0
764,327,-1,79,1,1
764,359,-1,23,1,0
764,510,-1,90,1,1
764,519,-1,172,1,1
764,524,-1,151,1,1
764,789,-1,40,1,0
770,105,-1,131,1,1
770,150,-1,25,1,0
770,264,-1,111,1,1
770,377,-1,153,1,1
770,432,-1,139,1,1
770,437,-1,54,1,0
770,507,-1,176,1,1
770,627,-1,174,1,1
770,628,-1,170,1,1
773,415,-1,129,1,1
773,512,-1,47,1,0
773,548,-1,170,1,1
773,638,-1,136,1,1
773,772,-1,159,1,1
792,222,-1,133,1,1
792,256,-1,107,1,1
792,257,-1,72,1,1
792,285,-1,22,1,0
792,400,-1,143,1,1
792,483,-1,62,1,1
792,605,-1,115,1,1
792,651,-1,82,1,1
792,674,-1,45,1,0
792,748,-1,36,1,0
812,259,-1,94,1,1
812,514,-1,146,1,1
812,551,-1,104,1,1
812,655,-1,102,1,1
812,730,-1,42,1,0
812,751,-1,150,1,1
812,768,-1,81,1,1
843,42,-1,44,1,0
843,136,-1,174,1,1
843,169,-1,39,1,0
843,396,-1,319,3,1
843,401,-1,140,1,1
843,418,-1,123,1,1
843,446,-1,62,1,1
843,477,-1,177,1,1
843,521,-1,171,1,1
859,3,-1,104,1,1
859,14,-1,31,1,0
859,316,-1,109,1,1
859,378,-1,167,1,1
859,381,-1,141,1,1
859,712,-1,170,1,1
859,752,-1,102,1,1
865,296,-1,166,1,1
865,375,-1,151,1,1
865,471,-1,60,1,1
865,497,-1,47,1,0
865,584,-1,28,1,0
865,686,-1,64,1,1
865,723,-1,68,1,1
865,734,-1,173,1,1
920,12,-1,25,1,0
920,45,-1,153,1,1
920,50,-1,79,1,1
920,127,-1,70,1,1
920,319,-1,24,1,0
920,357,-1,68,1,1
920,372,-1,131,1,1
920,374,-1,56,1,0
920,419,-1,56,1,0
920,427,-1,58,1,0
920,595,-1,102,1,1
920,648,-1,53,1,0
920,673,-1,91,1,1
920,798,-1,88,1,1
950,11,-1,85,1,1
950,20,-1,127,1,1
950,67,-1,51,1,0
950,70,-1,51,1,0
950,93,-1,171,1,1
950,108,-1,175,1,1
950,271,-1,178,1,1
950,318,-1,122,1,1
950,327,-1,159,1,1
950,491,-1,49,1,0
950,511,-1,163,1,1
950,633,-1,179,1,1
950,728,-1,54,1,0
950,764,-1,42,1,0
954,123,-1,41,1,0
954,198,-1,179,1,1
954,218,-1,110,1,1
954,259,-1,110,1,1
954,380,-1,29,1,0
954,486,-1,165,1,1
954,606,-1,147,1,1
954,611,-1,57,1,0
954,732,-1,96,1,1
966,32,-1,154,1,1
966,64,-1,102,1,1
966,104,-1,147,1,1
966,154,-1,162,1,1
966,300,-1,62,1,1
966,545,-1,145,1,1
966,776,-1,98,1,1
1091,228,-1,148,1,1
1091,283,-1,100,1,1
1091,318,-1,24,1,0
1091,578,-1,133,1,1
1091,638,-1,197,2,1
1091,685,-1,129,1,1
1091,711,-1,73,1,1
1091,761,-1,81,1,1
1246,273,-1,21,1,0
1246,316,-1,24,1,0
1246,327,-1,113,1,1
1246,359,-1,171,1,1
1246,409,-1,130,1,1
1246,534,-1,66,1,1
1246,553,-1,115,1,1
1246,580,-1,61,1,1
1246,607,-1,120,1,1
1271,74,-1,148,1,1
1271,164,-1,143,1,1
1271,343,-1,108,1,1
1271,358,-1,133,1,1
1271,395,-1,45,1,0
1271,764,-1,20,1,0
1281,113,-1,87,1,1
1281,175,-1,74,1,1
1281,272,-1,159,1,1
1281,277,-1,130,1,1
1281,338,-1,87,1,1
1281,346,-1,140,1,1
1281,360,-1,147,1,1
1281,413,-1,153,1,1
1281,455,-1,35,1,0
1281,469,-1,110,1,1
1281,629,-1,95,1,1
1359,2,-1,71,1,1
1359,47,-1,175,1,1
1359,259,-1,30,1,0
1359,492,-1,48,1,0
1359,525,-1,87,1,1
1359,534,-1,109,1,1
1359,663,-1,179,1,1
1366,231,-1,125,1,1
1366,331,-1,137,1,1
1366,591,-1,101,1,1
1366,616,-1,76,1,1
1368,74,-1,108,1,1
1368,122,-1,136,1,1
1368,145,-1,25,1,0
1368,349,-1,172,1,1
1368,352,-1,32,1,0
1368,433,-1,73,1,1
1368,768,-1,29,1,0
1402,144,-1,78,1,1
1402,162,-1,102,1,1
1402,315,-1,72,1,1
1402,378,-1,140,1,1
1402,403,-1,137,1,1
1402,717,-1,144,1,1
1402,749,-1,107,1,1
1417,155,-1,30,1,0
1417,298,-1,89,1,1
1417,492,-1,32,1,0
1417,673,-1,104,1,1
1422,63,-1,109,1,1
1422,174,-1,111,1,1
1422,178,-1,94,1,1
1422,359,-1,156,1,1
1422,422,-1,151,1,1
1422,436,-1,71,1,1
1422,450,-1,46,1,0
1422,497,-1,103,1,1
1422,498,-1,125,1,1
1422,727,-1,101,1,1
1429,76,-1,59,1,0
1429,282,-1,132,1,1
1429,375,-1,146,1,1
1429,391,-1,133,1,1
1429,557,-1,85,1,1
1429,623,-1,41,1,0
1429,683,-1,87,1,1
1441,25,-1,121,1,1
1441,34,-1,91,1,1
1441,221,-1,178,1,1
1441,332,-1,101,1,1
1441,513,-1,99,1,1
1441,576,-1,88,1,1
1441,594,-1,63,1,1
1441,627,-1,153,1,1
1441,681,-1,70,1,1
1441,691,-1,173,1,1
1452,44,-1,117,1,1
1452,64,-1,111,1,1
1452,85,-1,157,1,1
1452,163,-1,77,1,1
1452,561,-1,31,1,0
1452,573,-1,174,1,1
1452,617,-1,48,1,0
1452,642,-1,90,1,1
1452,757,-1,136,1,1
1491,12,-1,70,1,1
1491,77,-1,24,1,0
1491,160,-1,178,1,1
1491,485,-1,116,1,1
1491,602,-1,95,1,1
1572,7,-1,145,1,1
1572,203,-1,55,1,0
1572,240,-1,115,1,1
1572,293,-1,54,1,0
1572,608,-1,96,1,1
1572,646,-1,123,1,1
1572,743,-1,36,1,0
1579,50,-1,31,1,0
1579,137,-1,50,1,0
1579,171,-1,54,1,0
1579,275,-1,143,1,1
1579,537,-1,117,1,1
1579,702,-1,167,1,1
1620,104,-1,150,1,1
1620,227,-1,73,1,1
1620,232,-1,27,1,0
1620,238,-1,125,1,1
1620,245,-1,98,1,1
1620,591,-1,56,1,0
1620,722,-1,141,1,1
1724,98,-1,99,1,1
1724,129,-1,121,1,1
1724,156,-1,122,1,1
1724,173,-1,48,1,0
1724,198,-1,180,1,1
1724,251,-1,159,1,1
1724,305,-1,62,1,1
1724,517,-1,70,1,1
1724,673,-1,84,1,1
1724,675,-1,164,1,1
1724,737,-1,129,1,1
1734,88,-1,114,1,1
1734,305,-1,160,1,1
1734,333,-1,47,1,0
1734,445,-1,177,1,1
1734,480,-1,142,1,1
1734,574,-1,21,1,0
1813,27,-1,121,1,1
1813,44,-1,152,1,1
1813,77,-1,59,1,0
1813,150,-1,34,1,0
1813,217,-1,109,1,1
1813,401,-1,87,1,1
1813,484,-1,167,1,1
1813,497,-1,142,1,1
1813,620,-1,180,1,1
1813,745,-1,42,1,0
1813,781,-1,109,1,1
1813,784,-1,50,1,0
1892,23,-1,48,1,0
1892,113,-1,86,1,1
1892,418,-1,167,1,1
1892,470,-1,64,1,1
1892,471,-1,25,1,0
1892,556,-1,166,1,1
1892,691,-1,59,1,0
1892,733,-1,35,1,0
1892,758,-1,58,1,0
1895,66,-1,74,1,1
1895,113,-1,87,1,1
1895,138,-1,53,1,0
1895,200,-1,162,1,1
1895,652,-1,178,1,1
2046,55,-1,102,1,1
2046,72,-1,41,1,0
2046,168,-1,58,1,0
2046,292,-1,173,1,1
2046,353,-1,72,1,1
2046,393,-1,118,1,1
2046,573,-1,170,1,1
2046,662,-1,171,1,1
2046,711,-1,36,1,0
2056,384,-1,24,1,0
2056,443,-1,106,1,1
2056,445,-1,162,1,1
2056,530,-1,149,1,1
2056,577,-1,84,1,1
2056,595,-1,62,1,1
2056,596,-1,89,1,1
2056,638,-1,24,1,0
2056,751,-1,45,1,0
2064,112,-1,158,1,1
2064,397,-1,87,1,1
2064,411,-1,120,1,1
2064,413,-1,134,1,1
2064,448,-1,83,1,1
2064,464,-1,85,1,1
2064,543,-1,121,1,1
2064,621,-1,120,1,1
2064,784,-1,137,1,1
2105,37,-1,46,1,0
2105,297,-1,148,1,1
2105,319,-1,118,1,1
2105,365,-1,150,1,1
2105,442,-1,110,1,1
2105,496,-1,56,1,0
2105,643,-1,25,1,0
2109,77,-1,54,1,0
2109,101,-1,124,1,1
2109,195,-1,137,1,1
2109,273,-1,135,1,1
2109,379,-1,132,1,1
2109,492,-1,147,1,1
2109,558,-1,53,1,0
2109,779,-1,31,1,0
2123,3,-1,40,1,0
2123,97,-1,48,1,0
2123,481,-1,26,1,0
2123,635,-1,140,1,1
2123,665,-1,153,1,1
2123,718,-1,142,1,1
2155,66,-1,46,1,0
2155,330,-1,125,1,1
2155,590,-1,82,1,1
2155,701,-1,42,1,0
2155,716,-1,37,1,0
2155,731,-1,24,1,0
2193,41,-1,219,2,1
2193,73,-1,94,1,1
2193,131,-1,101,1,1
2193,179,-1,150,1,1
2193,247,-1,163,1,1
2193,354,-1,51,1,0
2193,374,-1,166,1,1
2193,501,-1,142,1,1
2193,526,-1,161,1,1
2193,635,-1,171,1,1
2193,684,-1,99,1,1
2193,691,-1,61,1,1
2193,718,-1,62,1,1
2251,106,-1,114,1,1
2251,208,-1,27,1,0
2251,472,-1,81,1,1
2251,526,-1,69,1,1
2251,530,-1,133,1,1
2251,646,-1,115,1,1
2251,751,-1,55,1,0
2251,755,-1,21,1,0
2251,781,-1,137,1,1
2251,800,-1,154,1,1
2280,352,-1,147,1,1
2280,430,-1,31,1,0
2280,550,-1,124,1,1
2280,572,-1,52,1,0
2280,639,-1,102,1,1
2280,767,-1,34,1,0
2293,18,-1,174,1,1
2293,22,-1,84,1,1
2293,32,-1,62,1,1
2293,116,-1,164,1,1
2293,190,-1,113,1,1
2293,210,-1,119,1,1
2293,269,-1,157,1,1
2293,327,-1,152,1,1
2293,335,-1,93,1,1
2293,383,-1,121,1,1
2293,468,-1,53,1,0
2293,491,-1,127,1,1
2293,644,-1,43,1,0
2293,733,-1,57,1,0
2293,748,-1,65,1,1
2330,59,-1,127,1,1
2330,124,-1,33,1,0
2330,326,-1,68,1,1
2330,355,-1,322,2,1
2330,370,-1,131,1,1
2330,374,-1,157,1,1
2330,384,-1,88,1,1
2330,779,-1,175,1,1
4032,160,-1,108,1,1
4032,308,-1,35,1,0
4032,437,-1,117,1,1
4032,508,-1,146,1,1
4032,786,-1,165,1,1
4232,133,-1,43,1,0
4232,289,-1,122,1,1
4232,352,-1,130,1,1
4232,355,-1,25,1,0
4232,526,-1,163,1,1
4232,531,-1,165,1,1
4232,593,-1,149,1,1
4232,691,-1,93,1,1
4232,740,-1,92,1,1
4232,774,-1,97,1,1
4247,53,-1,108,1,1
4247,62,-1,121,1,1
4247,121,-1,21,1,0
4247,185,-1,100,1,1
4247,253,-1,124,1,1
4247,273,-1,116,1,1
4247,573,-1,108,1,1
4247,725,-1,51,1,0
4327,9,-1,70,1,1
4327,67,-1,68,1,1
4327,90,-1,102,1,1
4327,257,-1,50,1,0
4327,365,-1,20,1,0
4327,452,-1,139,1,1
4327,498,-1,63,1,1
4327,607,-1,179,1,1
4327,615,-1,61,1,1
4327,676,-1,62,1,1
4553,7,-1,110,1,1
4553,63,-1,146,1,1
4553,273,-1,136,1,1
4553,403,-1,140,1,1
4553,434,-1,30,1,0
4553,466,-1,26,1,0
4553,574,-1,165,1,1
4553,713,-1,32,1,0
4584,59,-1,180,1,1
4584,63,-1,72,1,1
4584,268,-1,144,1,1
4584,341,-1,79,1,1
4584,389,-1,259,2,1
4584,427,-1,41,1,0
4584,509,-1,165,1,1
4584,532,-1,29,1,0
4584,647,-1,103,1,1
4584,674,-1,112,1,1
4584,724,-1,171,1,1
4584,748,-1,144,1,1
4584,794,-1,90,1,1
4951,159,-1,171,1,1
4951,330,-1,98,1,1
4951,371,-1,20,1,0
4951,391,-1,69,1,1
4951,409,-1,172,1,1
4951,415,-1,59,1,0
4951,503,-1,57,1,0
4951,519,-1,124,1,1
4951,604,-1,170,1,1
4951,677,-1,119,1,1
4951,707,-1,69,1,1
4951,718,-1,141,1,1
4951,719,-1,107,1,1
5174,155,-1,105,1,1
5174,186,-1,61,1,1
5174,480,-1,42,1,0
5174,551,-1,170,1,1
5528,25,-1,78,1,1
5528,88,-1,122,1,1
5528,153,-1,54,1,0
5528,256,-1,31,1,0
5528,331,-1,178,1,1
5528,370,-1,51,1,0
5528,372,-1,167,1,1
5528,385,-1,172,1,1
5528,532,-1,20,1,0
5528,712,-1,156,1,1
5925,3,-1,117,1,1
5925,75,-1,82,1,1
5925,298,-1,72,1,1
5925,353,-1,164,1,1
5925,356,-1,39,1,0
5925,370,-1,60,1,1
5925,418,-1,108,1,1
5925,669,-1,99,1,1
5925,762,-1,174,1,1
6114,119,-1,149,1,1
6114,315,-1,73,1,1
6114,335,-1,75,1,1
6114,438,-1,139,1,1
6114,497,-1,156,1,1
6114,586,-1,33,1,0
6114,618,-1,57,1,0
6114,646,-1,109,1,1
6114,660,-1,76,1,1
6844,73,-1,75,1,1
6844,113,-1,119,1,1
6844,307,-1,157,1,1
6844,308,-1,67,1,1
6844,321,-1,160,1,1
6844,428,-1,74,1,1
6844,438,-1,170,1,1
6844,643,-1,174,1,1
6844,667,-1,151,1,1
6980,113,-1,84,1,1
6980,115,-1,96,1,1
6980,255,-1,82,1,1
6980,263,-1,116,1,1
6980,321,-1,41,1,0
6980,362,-1,58,1,0
6980,439,-1,148,1,1
6980,456,-1,152,1,1
6980,481,-1,157,1,1
6980,749,-1,143,1,1
7131,24,-1,46,1,0
7131,231,-1,122,1,1
7131,264,-1,81,1,1
7131,421,-1,65,1,1
7131,553,-1,64,1,1
7131,599,-1,160,1,1
7326,44,-1,68,1,1
7326,48,-1,127,1,1
7326,132,-1,245,2,1
7326,137,-1,90,1,1
7326,199,-1,150,1,1
7326,332,-1,120,1,1
7326,344,-1,73,1,1
7326,376,-1,112,1,1
7326,405,-1,113,1,1
7446,7,-1,61,1,1
7446,77,-1,104,1,1
7446,307,-1,100,1,1
7446,475,-1,106,1,1
7446,477,-1,97,1,1
7446,590,-1,157,1,1
7446,597,-1,119,1,1
7446,764,-1,23,1,0
7446,793,-1,126,1,1
7863,43,-1,36,1,0
7863,627,-1,86,1,1
7863,768,-1,68,1,1
8055,206,-1,115,1,1
8055,214,-1,90,1,1
8055,369,-1,70,1,1
8055,412,-1,30,1,0
8055,581,-1,121,1,1
8055,722,-1,36,1,0
8077,456,-1,153,1,1
8077,515,-1,28,1,0
8077,575,-1,157,1,1
8077,670,-1,60,1,1
8195,61,-1,20,1,0
8195,425,-1,103,1,1
8195,429,-1,158,1,1
8195,739,-1,111,1,1
8195,800,-1,30,1,0
8363,112,-1,162,1,1
8363,113,-1,29,1,0
8363,264,-1,25,1,0
8363,315,-1,178,1,1
8363,344,-1,163,1,1
8363,415,-1,150,1,1
8363,794,-1,118,1,1
8392,87,-1,25,1,0
8392,93,-1,101,1,1
8392,542,-1,173,1,1
8392,548,-1,75,1,1
8392,655,-1,72,1,1
8392,661,-1,75,1,1
8392,748,-1,41,1,0
8392,749,-1,159,1,1
8392,794,-1,158,1,1
8467,174,-1,163,1,1
8467,409,-1,51,1,0
8467,552,-1,69,1,1
8467,590,-1,47,1,0
8467,634,-1,93,1,1
8467,702,-1,132,1,1
8467,712,-1,122,1,1
8584,20,-1,131,1,1
8584,85,-1,171,1,1
8584,286,-1,125,1,1
8584,302,-1,149,1,1
8584,379,-1,62,1,1
8584,782,-1,65,1,1
8584,791,-1,129,1,1
8835,24,-1,24,1,0
8835,134,-1,59,1,0
8835,169,-1,132,1,1
8835,192,-1,169,1,1
8835,257,-1,24,1,0
8835,294,-1,58,1,0
8835,331,-1,88,1,1
8835,386,-1,32,1,0
8835,388,-1,167,1,1
8835,495,-1,139,1,1
8835,586,-1,157,1,1
8835,622,-1,152,1,1
8835,699,-1,71,1,1
8835,707,-1,131,1,1
8835,792,-1,94,1,1
8920,12,-1,78,1,1
8920,199,-1,152,1,1
8920,254,-1,116,1,1
8920,339,-1,174,1,1
8920,356,-1,89,1,1
8920,499,-1,57,1,0
8920,559,-1,142,1,1
8920,583,-1,173,1,1
8920,654,-1,38,1,0
8920,713,-1,22,1,0
9035,82,-1,180,1,1
9035,149,-1,63,1,1
9035,199,-1,112,1,1
9035,219,-1,34,1,0
9035,246,-1,158,1,1
9035,293,-1,141,1,1
9035,328,-1,103,1,1
9035,368,-1,90,1,1
9035,375,-1,104,1,1
9035,387,-1,88,1,1
9035,623,-1,138,1,1
9035,701,-1,133,1,1
9072,162,-1,154,1,1
9072,199,-1,140,1,1
9072,475,-1,176,1,1
9072,561,-1,83,1,1
9072,619,-1,110,1,1
9072,689,-1,69,1,1
9074,139,-1,100,1,1
9074,197,-1,23,1,0
9074,252,-1,81,1,1
9074,320,-1,131,1,1
9074,335,-1,66,1,1
9074,428,-1,82,1,1
9074,430,-1,29,1,0
9074,683,-1,157,1,1
9074,754,-1,70,1,1
9074,759,-1,175,1,1
9340,62,-1,135,1,1
9340,84,-1,65,1,1
9340,278,-1,152,1,1
9340,353,-1,73,1,1
9353,13,-1,107,1,1
9353,108,-1,112,1,1
9353,135,-1,33,1,0
9353,272,-1,79,1,1
9353,347,-1,75,1,1
9353,583,-1,153,1,1
9398,20,-1,70,1,1
9398,44,-1,131,1,1
9398,62,-1,147,1,1
9398,139,-1,137,1,1
9398,150,-1,171,1,1
9398,168,-1,110,1,1
9398,171,-1,116,1,1
9398,257,-1,42,1,0
9398,424,-1,72,1,1
9398,494,-1,127,1,1
9398,505,-1,86,1,1
9399,8,-1,100,1,1
9399,244,-1,28,1,0
9399,494,-1,35,1,0
9444,140,-1,113,1,1
9444,321,-1,21,1,0
9444,446,-1,52,1,0
9444,555,-1,181,2,1
9444,664,-1,154,1,1
9444,792,-1,133,1,1
9470,20,-1,88,1,1
9470,43,-1,158,1,1
9470,120,-1,125,1,1
9470,174,-1,163,1,1
9470,335,-1,108,1,1
9470,585,-1,162,1,1
9470,646,-1,48,1,0
9470,699,-1,47,1,0
9487,2,-1,173,1,1
9487,86,-1,74,1,1
9487,89,-1,35,1,0
9487,281,-1,49,1,0
9487,309,-1,75,1,1
9487,431,-1,174,1,1
9487,560,-1,174,1,1
9487,770,-1,64,1,1
9487,793,-1,40,1,0
9487,797,-1,89,1,1
9637,242,-1,96,1,1
9637,319,-1,123,1,1
9637,629,-1,143,1,1
9637,724,-1,20,1,0
9637,745,-1,155,1,1
9655,407,-1,47,1,0
9655,456,-1,22,1,0
9655,552,-1,87,1,1
9655,576,-1,53,1,0
9655,632,-1,28,1,0
9753,96,-1,167,1,1
9753,199,-1,147,1,1
9753,257,-1,169,1,1
9753,326,-1,94,1,1
9753,600,-1,92,1,1
9753,608,-1,91,1,1
9753,623,-1,24,1,0
9753,735,-1,168,1,1
9769,42,-1,176,1,1
9769,157,-1,72,1,1
9769,162,-1,42,1,0
9769,208,-1,111,1,1
9769,214,-1,152,1,1
9769,233,-1,90,1,1
9769,324,-1,80,1,1
9769,416,-1,64,1,1
9769,430,-1,157,1,1
9769,476,-1,61,1,1
9820,104,-1,44,1,0
9820,341,-1,173,1,1
9820,486,-1,108,1,1
9820,605,-1,111,1,1
9880,227,-1,46,1,0
9880,390,-1,112,1,1
9880,744,-1,115,1,1
9880,781,-1,161,1,1
9893,192,-1,168,1,1
9893,231,-1,45,1,0
9893,241,-1,108,1,1
9893,485,-1,114,1,1
9893,517,-1,52,1,0
9893,700,-1,111,1,1
9893,722,-1,85,1,1
9893,762,-1,73,1,1
9902,23,-1,168,1,1
9902,60,-1,68,1,1
9902,73,-1,59,1,0
9902,129,-1,155,1,1
9902,180,-1,135,1,1
